,X,Y,Name,description,altitudeMode,City,VistaIPCC,Vista_ID,VistaDate,Longitude,Source,State,FID,Latitude,VistaName,VistaSType,Field_1
567,-124.1657648469,41.7803488354087,Jordan Creek Family Partnership - Both Properties,,clampToGround,Crescent City,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF000922,11/10/2019,-124.165765,CIWQS,CA,601,41.780349,Jordan Creek Family Partnership - Both Properties,Dairy,Jordan Creek Family Partnership - Both Properties
568,-120.961055525689,37.4366889699151,Jordao Dairy,,clampToGround,Turlock,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF000923,11/10/2019,-120.961056,RWQCB,CA,602,37.436689,Jordao Dairy,Dairy,Jordao Dairy
569,-120.796701000251,37.4004089999754,Jose & Teresa Soares Dairy #2,,clampToGround,Delhi,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF000926,11/10/2019,-120.796701,CIWQS R5,CA,603,37.400409,Jose &amp; Teresa Soares Dairy #2,Dairy,Jose &amp; Teresa Soares Dairy #2
570,-120.916184000092,37.5302079997994,Jose Avila Dairy,,clampToGround,Ceres,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF000928,11/10/2019,-120.916184,RWQCB,CA,604,37.530208,Jose Avila Dairy,Dairy,Jose Avila Dairy
571,-120.499264371085,37.4988772469509,Fagundes Bros. Dairy #2,,clampToGround,Snelling,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF000537,11/10/2019,-120.499264,RWQCB,CA,390,37.498877,Fagundes Bros. Dairy #2,Dairy,Fagundes Bros. Dairy #2
572,-120.964275612418,37.1890786760666,JOSE NUNES DAIRY #2,,clampToGround,GUSTINE,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF000932,11/10/2019,-120.964276,SJAPCD,CA,606,37.189079,JOSE NUNES DAIRY #2,Dairy,JOSE NUNES DAIRY #2
573,-120.995614000086,37.1349139999812,Jose V Silveira Dairy,,clampToGround,Gustine,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF000934,11/10/2019,-120.995614,RWQCB,CA,607,37.134914,Jose V Silveira Dairy,Dairy,Jose V Silveira Dairy
574,-122.740600139121,38.3029278640802,Joseph Camozzi Dairy,,clampToGround,Petaluma,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF000936,11/10/2019,-122.7406,CIWQS,CA,608,38.302928,Joseph Camozzi Dairy,Dairy,Joseph Camozzi Dairy
575,-122.083437224847,39.5775578830099,JSJ Dairy,,clampToGround,Willows,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF000938,11/10/2019,-122.083437,CIWQS R5,CA,609,39.577558,JSJ Dairy,Dairy,JSJ Dairy
576,-122.527873604706,41.6728067390768,Justin Sandahl Dairy,,clampToGround,Montague,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF000940,11/10/2019,-122.527874,CIWQS,CA,611,41.672807,Justin Sandahl Dairy,Dairy,Justin Sandahl Dairy
577,-120.739739000355,37.4100890003072,JVJ Dairy #2 - Parkview Dairy,,clampToGround,Delhi,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF000941,11/10/2019,-120.739739,CIWQS R5,CA,612,37.410089,JVJ Dairy #2 - Parkview Dairy,Dairy,JVJ Dairy #2 - Parkview Dairy
578,-121.002652914111,37.4842425368626,K & R BLOUNT DAIRY (KEVIN BLOUNT),,clampToGround,CROWS LANDING,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF000943,11/10/2019,-121.002653,SJAPCD,CA,613,37.484243,K &amp; R BLOUNT DAIRY (KEVIN BLOUNT),Dairy,K &amp; R BLOUNT DAIRY (KEVIN BLOUNT)
579,-121.302661411695,38.0877125578174,KAEHLER DAIRY FARMS,,clampToGround,LODI,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF000945,11/10/2019,-121.302661,SJAPCD,CA,614,38.087713,KAEHLER DAIRY FARMS,Dairy,KAEHLER DAIRY FARMS
580,-120.90656099969,37.4005069999981,Fanelli Dairy,,clampToGround,Hilmar,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF000544,11/10/2019,-120.906561,RWQCB,CA,395,37.400507,Fanelli Dairy,Dairy,Fanelli Dairy
581,-120.892089999654,37.7166960004201,KB Dairy #1,,clampToGround,Oakdale,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF000949,11/10/2019,-120.89209,RWQCB,CA,616,37.716696,KB Dairy #1,Dairy,KB Dairy #1
582,-120.89578702163,37.7157193305151,KB Dairy #2,,clampToGround,Oakdale,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF000950,11/10/2019,-120.895787,RWQCB,CA,617,37.715719,KB Dairy #2,Dairy,KB Dairy #2
583,-122.937154100767,38.159531346624,Kehoe Dairy Inc. (J Ranch),,clampToGround,Inverness,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF000951,11/10/2019,-122.937154,CIWQS,CA,618,38.159531,Kehoe Dairy Inc. (J Ranch),Dairy,Kehoe Dairy Inc. (J Ranch)
584,-120.891862299254,37.4270280361923,KEN VANFOEKEN DAIRY,,clampToGround,HILMAR,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF000952,11/10/2019,-120.891862,SJAPCD,CA,619,37.427028,KEN VANFOEKEN DAIRY,Dairy,KEN VANFOEKEN DAIRY
585,-120.498809000035,37.4983369995529,Fegundes Bros. Dairy #4,,clampToGround,Snelling,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF000552,11/10/2019,-120.498809,RWQCB,CA,400,37.498337,Fegundes Bros. Dairy #4,Dairy,Fegundes Bros. Dairy #4
586,-115.756307578174,32.7876839282945,KF Dairy,,clampToGround,El Centro,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF000955,11/10/2019,-115.756308,CIWQS,CA,621,32.787684,KF Dairy,Dairy,KF Dairy
587,-120.949724780646,37.4482642165773,King Dairy,,clampToGround,Turlock,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF000956,11/10/2019,-120.949725,RWQCB,CA,622,37.448264,King Dairy,Dairy,King Dairy
588,-121.345516000263,37.7807000004047,KISST DAIRY #1,,clampToGround,TRACY,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF000958,11/10/2019,-121.345516,RWQCB,CA,623,37.7807,KISST DAIRY #1,Dairy,KISST DAIRY #1
589,-120.977852000269,37.4878980001926,KMA Dairy,,clampToGround,Turlock,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF000959,11/10/2019,-120.977852,CIWQS R5,CA,624,37.487898,KMA Dairy,Dairy,KMA Dairy
590,-120.896838000074,37.4377780001547,Kooistra Dairy,,clampToGround,Turlock,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF000962,11/10/2019,-120.896838,RWQCB,CA,625,37.437778,Kooistra Dairy,Dairy,Kooistra Dairy
591,-120.974938464817,37.8532511266535,KOOLHAAS DAIRY,,clampToGround,ESCALON,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF000963,11/10/2019,-120.974938,SJAPCD,CA,626,37.853251,KOOLHAAS DAIRY,Dairy,KOOLHAAS DAIRY
592,-121.00545423928,37.826943860119,Koolhaas Dairy #2,,clampToGround,Escalon,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF000965,11/10/2019,-121.005454,CIWQS R5,CA,627,37.826944,Koolhaas Dairy #2,Dairy,Koolhaas Dairy #2
593,-117.59487398977,34.0018234481474,Koopman & Sons Dairy,,clampToGround,Ontario,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF000966,11/10/2019,-117.594874,CIWQS,CA,628,34.001823,Koopman &amp; Sons Dairy,Dairy,Koopman &amp; Sons Dairy
594,-118.971097580463,35.2312170200403,Kootstra Dairy Farms,,clampToGround,Bakersfield,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF000967,11/10/2019,-118.971098,RWQCB,CA,629,35.231217,Kootstra Dairy Farms,Dairy,Kootstra Dairy Farms
595,-121.23230900026,38.2075979998478,Kooyman and Son Dairy,,clampToGround,Acampo,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF000968,11/10/2019,-121.232309,RWQCB,CA,630,38.207598,Kooyman and Son Dairy,Dairy,Kooyman and Son Dairy
596,-117.607528999664,33.9969870000501,L & M Dairy,,clampToGround,Ontario,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF000975,11/10/2019,-117.607529,CIWQS,CA,631,33.996987,L &amp; M Dairy,Dairy,L &amp; M Dairy
597,-121.136639999636,37.6387980000277,L&L Pires Dairy,,clampToGround,Modesto,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF000977,11/10/2019,-121.13664,RWQCB,CA,632,37.638798,L&amp;L Pires Dairy,Dairy,L&amp;L Pires Dairy
598,-117.621859117327,34.0061351613448,LaBrucherie Bros LLC - Schaefer,,clampToGround,Ontario,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF000979,11/10/2019,-117.621859,CIWQS,CA,633,34.006135,LaBrucherie Bros LLC - Schaefer,Dairy,LaBrucherie Bros LLC - Schaefer
599,-122.706554190343,38.0836554569905,Lafranchi Ranch,,clampToGround,Nicasio,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF000980,11/10/2019,-122.706554,CIWQS,CA,634,38.083655,Lafranchi Ranch,Dairy,Lafranchi Ranch
600,-117.090460000429,33.8418099999316,Lakeview Dairy,,clampToGround,Nuevo,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF000982,11/10/2019,-117.09046,CIWQS,CA,635,33.84181,Lakeview Dairy,Dairy,Lakeview Dairy
601,-119.201857078456,35.2122111460717,Lakeview Dairy,,clampToGround,Bakersfield,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF000983,11/10/2019,-119.201857,RWQCB,CA,636,35.212211,Lakeview Dairy,Dairy,Lakeview Dairy
602,-120.898469049004,37.7190150918698,Langworth Dairy,,clampToGround,Oakdale,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF000984,11/10/2019,-120.898469,RWQCB,CA,637,37.719015,Langworth Dairy,Dairy,Langworth Dairy
603,-121.033218247535,37.2017156453819,LARRY & ROBERT BORBA,,clampToGround,GUSTINE,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF000985,11/10/2019,-121.033218,SJAPCD,CA,638,37.201716,LARRY &amp; ROBERT BORBA,Dairy,LARRY &amp; ROBERT BORBA
604,-120.864298077222,37.4097368047206,LARRY B PETERSON DAIRY FARMS #2,,clampToGround,HILMAR,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF000986,11/10/2019,-120.864298,SJAPCD,CA,639,37.409737,LARRY B PETERSON DAIRY FARMS #2,Dairy,LARRY B PETERSON DAIRY FARMS #2
605,-121.121126000065,37.6064910003594,Larry Inderbitzen Dairy,,clampToGround,Modesto,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF000987,11/10/2019,-121.121126,RWQCB,CA,640,37.606491,Larry Inderbitzen Dairy,Dairy,Larry Inderbitzen Dairy
606,-120.871987321894,37.409489193378,LARRY PETERSON DAIRY,,clampToGround,HILMAR,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF000989,11/10/2019,-120.871987,SJAPCD,CA,641,37.409489,LARRY PETERSON DAIRY,Dairy,LARRY PETERSON DAIRY
607,-121.000126598776,37.2773361044821,LAZY A HOLSTEINS,,clampToGround,GUSTINE,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF000992,11/10/2019,-121.000127,SJAPCD,CA,642,37.277336,LAZY A HOLSTEINS,Dairy,LAZY A HOLSTEINS
608,-117.560740892529,33.9814997595509,Leal Ranches,,clampToGround,Corona,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF000993,11/10/2019,-117.560741,CIWQS,CA,643,33.9815,Leal Ranches,Dairy,Leal Ranches
609,-117.591113519227,33.9953078701087,Legend Dairy Farms #2 - Edison,,clampToGround,Ontario,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF000997,11/10/2019,-117.591114,CIWQS,CA,644,33.995308,Legend Dairy Farms #2 - Edison,Dairy,Legend Dairy Farms #2 - Edison
610,-120.793424000217,37.6533130002948,Lemos Jerseys,,clampToGround,Waterford,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF000999,11/10/2019,-120.793424,CIWQS R5,CA,645,37.653313,Lemos Jerseys,Dairy,Lemos Jerseys
611,-122.111758000431,39.7774320003866,Leo and Ida Martin Dairy,,clampToGround,Orland,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001001,11/10/2019,-122.111758,RWQCB,CA,646,39.777432,Leo and Ida Martin Dairy,Dairy,Leo and Ida Martin Dairy
612,-124.20207337814,40.5885914250366,Leonardi Dairy dba Evening Star Holsteins,,clampToGround,Ferndale,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001002,11/10/2019,-124.202073,CIWQS,CA,647,40.588591,Leonardi Dairy dba Evening Star Holsteins,Dairy,Leonardi Dairy dba Evening Star Holsteins
613,-121.382652695725,38.0994044643879,LIMA RANCH,,clampToGround,LODI,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001006,11/10/2019,-121.382653,SJAPCD,CA,648,38.099404,LIMA RANCH,Dairy,LIMA RANCH
614,-120.871455999595,37.452894000258,Linhares Dairy,,clampToGround,Turlock,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001007,11/10/2019,-120.871456,CIWQS R5,CA,649,37.452894,Linhares Dairy,Dairy,Linhares Dairy
615,-121.557019999773,38.9255420003631,Former Van Warmerdam Dairy,,clampToGround,Nicolaus,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF000587,11/10/2019,-121.55702,CIWQS R5,CA,410,38.925542,Former Van Warmerdam Dairy,Dairy,Former Van Warmerdam Dairy
616,-120.869083194265,37.4345542508091,LIVE OAK DAIRY A,,clampToGround,HILMAR,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001011,11/10/2019,-120.869083,SJAPCD,CA,651,37.434554,LIVE OAK DAIRY A,Dairy,LIVE OAK DAIRY A
617,-121.05011830694,37.3470107062589,LIVE OAK DAIRY C,,clampToGround,NEWMAN,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001012,11/10/2019,-121.050118,SJAPCD,CA,652,37.347011,LIVE OAK DAIRY C,Dairy,LIVE OAK DAIRY C
618,-120.896988453993,37.3884405274351,LIVE OAK DAIRY D,,clampToGround,HILMAR,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001013,11/10/2019,-120.896988,SJAPCD,CA,653,37.388441,LIVE OAK DAIRY D,Dairy,LIVE OAK DAIRY D
619,-121.010798999774,37.1674009998563,Live Oak Dairy E,,clampToGround,Gustine,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001014,11/10/2019,-121.010799,RWQCB,CA,654,37.167401,Live Oak Dairy E,Dairy,Live Oak Dairy E
620,-121.156739603025,37.6593953140701,LMT INVESTMENTS DBA TONY MEIRINHO & SON,,clampToGround,MODESTO,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001020,11/10/2019,-121.15674,SJAPCD,CA,656,37.659395,LMT INVESTMENTS DBA TONY MEIRINHO &amp; SON,Dairy,LMT INVESTMENTS DBA TONY MEIRINHO &amp; SON
621,-120.711465999656,37.67287799962,Lockwood III Dairy,,clampToGround,Waterford,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001021,11/10/2019,-120.711466,RWQCB,CA,657,37.672878,Lockwood III Dairy,Dairy,Lockwood III Dairy
622,-124.051881750039,41.2923649806997,Lois Byrns Dairy,,clampToGround,Orick,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001023,11/10/2019,-124.051882,CIWQS,CA,658,41.292365,Lois Byrns Dairy,Dairy,Lois Byrns Dairy
623,-121.001020722609,37.3481187688938,LOPES FAMILY TRUST DAIRY,,clampToGround,NEWMAN,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001029,11/10/2019,-121.001021,SJAPCD,CA,659,37.348119,LOPES FAMILY TRUST DAIRY,Dairy,LOPES FAMILY TRUST DAIRY
624,-121.032091999646,37.479333000018,Francisco Mendonca Dairy,,clampToGround,Crows Landing,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF000604,11/10/2019,-121.032092,RWQCB,CA,420,37.479333,Francisco Mendonca Dairy,Dairy,Francisco Mendonca Dairy
625,-124.212432699768,40.5841177637459,Losa Dairy,,clampToGround,Ferndale,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001031,11/10/2019,-124.212433,CIWQS,CA,661,40.584118,Losa Dairy,Dairy,Losa Dairy
626,-120.979608345042,37.5060254745852,Lucas Dairy,,clampToGround,Turlock,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001038,11/10/2019,-120.979608,RWQCB,CA,662,37.506025,Lucas Dairy,Dairy,Lucas Dairy
627,-124.223175275859,40.5725144427829,Lucas McCanless Dairy @ Coffee Creek,,clampToGround,Ferndale,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001039,11/10/2019,-124.223175,CIWQS,CA,663,40.572514,Lucas McCanless Dairy @ Coffee Creek,Dairy,Lucas McCanless Dairy @ Coffee Creek
628,-121.416514999967,38.3445379998289,Luis A Pimentel Dairy,,clampToGround,Elk Grove,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001041,11/10/2019,-121.416515,CIWQS R5,CA,664,38.344538,Luis A Pimentel Dairy,Dairy,Luis A Pimentel Dairy
629,-121.012856000204,37.1394250002636,Luis C Nunes & Sons Dairy #2,,clampToGround,Gustine,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001043,11/10/2019,-121.012856,RWQCB,CA,666,37.139425,Luis C Nunes &amp; Sons Dairy #2,Dairy,Luis C Nunes &amp; Sons Dairy #2
630,-120.833036999558,37.3880439999307,Luis Dairy,,clampToGround,Hilmar,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001046,11/10/2019,-120.833037,RWQCB,CA,667,37.388044,Luis Dairy,Dairy,Luis Dairy
631,-120.941407244356,37.5202997859877,Luis M. Azevedo Dairy,,clampToGround,Ceres,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001047,11/10/2019,-120.941407,RWQCB,CA,668,37.5203,Luis M. Azevedo Dairy,Dairy,Luis M. Azevedo Dairy
632,-120.97804048063,37.4918011022016,Luis M. Azevedo Dairy,,clampToGround,Turlock,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001048,11/10/2019,-120.97804,CIWQS R5,CA,669,37.491801,Luis M. Azevedo Dairy,Dairy,Luis M. Azevedo Dairy
633,-120.883548184235,37.3946867256727,Luis Matias Dairy,,clampToGround,Hilmar,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001049,11/10/2019,-120.883548,RWQCB,CA,670,37.394687,Luis Matias Dairy,Dairy,Luis Matias Dairy
634,-124.208218462848,40.5576021316022,Luke McCanless Dairy,,clampToGround,Ferndale,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001050,11/10/2019,-124.208218,CIWQS,CA,671,40.557602,Luke McCanless Dairy,Dairy,Luke McCanless Dairy
635,-120.933430000394,37.4280549996386,Lumar Dairy Farms,,clampToGround,Turlock,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001051,11/10/2019,-120.93343,RWQCB,CA,672,37.428055,Lumar Dairy Farms,Dairy,Lumar Dairy Farms
636,-120.786452496658,37.4184786845511,M & M Cardoso & Sons Dairy LTD,,clampToGround,Delhi,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001054,11/10/2019,-120.786452,RWQCB,CA,673,37.418479,M &amp; M Cardoso &amp; Sons Dairy LTD,Dairy,M &amp; M Cardoso &amp; Sons Dairy LTD
637,-122.210031999777,39.5723039999297,M&H Boer Dairy,,clampToGround,Willows,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001057,11/10/2019,-122.210032,RWQCB,CA,674,39.572304,M&amp;H Boer Dairy,Dairy,M&amp;H Boer Dairy
638,-124.180984999858,40.5777279998473,M&N Miranda Dairy,,clampToGround,Ferndale,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001059,11/10/2019,-124.180985,CIWQS,CA,675,40.577728,M&amp;N Miranda Dairy,Dairy,M&amp;N Miranda Dairy
639,-121.15613500023,38.1032419997186,M. & . Moules Dairy,,clampToGround,Lodi,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001060,11/10/2019,-121.156135,RWQCB,CA,676,38.103242,M. &amp; . Moules Dairy,Dairy,M. &amp; . Moules Dairy
640,-121.396581927853,38.3319631146117,Machado & Sons Dairy,,clampToGround,Elk Grove,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001064,11/10/2019,-121.396582,CIWQS R5,CA,677,38.331963,Machado &amp; Sons Dairy,Dairy,Machado &amp; Sons Dairy
641,-120.777114999957,37.5499330002078,Machado and Sons Dairy,,clampToGround,Denair,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001065,11/10/2019,-120.777115,RWQCB,CA,678,37.549933,Machado and Sons Dairy,Dairy,Machado and Sons Dairy
642,-120.94127799988,37.4256070000631,Machado Dairy,,clampToGround,Turlock,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001066,11/10/2019,-120.941278,RWQCB,CA,679,37.425607,Machado Dairy,Dairy,Machado Dairy
643,-121.074560000244,37.8802969996069,Machado Dairy Farms #2,,clampToGround,Stockton,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001069,11/10/2019,-121.07456,RWQCB,CA,681,37.880297,Machado Dairy Farms #2,Dairy,Machado Dairy Farms #2
644,-121.159567000217,37.9134470003788,Machado Dairy Farms #3,,clampToGround,Stockton,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001070,11/10/2019,-121.159567,RWQCB,CA,682,37.913447,Machado Dairy Farms #3,Dairy,Machado Dairy Farms #3
645,-120.774915000127,37.4690450004265,Machado Gabriel & Sons Dairy,,clampToGround,Turlock,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001072,11/10/2019,-120.774915,CIWQS R5,CA,683,37.469045,Machado Gabriel &amp; Sons Dairy,Dairy,Machado Gabriel &amp; Sons Dairy
646,-120.667550798927,37.4323969593025,MAGNESON DAIRY,,clampToGround,BALLICO,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001074,11/10/2019,-120.667551,SJAPCD,CA,684,37.432397,MAGNESON DAIRY,Dairy,MAGNESON DAIRY
647,-121.053363000302,37.8719220001003,Manuel & Jeanette Borges Diary,,clampToGround,Stockton,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001080,11/10/2019,-121.053363,RWQCB,CA,686,37.871922,Manuel &amp; Jeanette Borges Diary,Dairy,Manuel &amp; Jeanette Borges Diary
648,-121.053630000024,37.8860850003226,Manuel & Jeannette Borges Dairy #2,,clampToGround,Stockton,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001081,11/10/2019,-121.05363,CIWQS R5,CA,687,37.886085,Manuel &amp; Jeannette Borges Dairy #2,Dairy,Manuel &amp; Jeannette Borges Dairy #2
649,-120.878613928529,37.440802671019,Manuel & Maria Azevedo Dairy,,clampToGround,Turlock,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001082,11/10/2019,-120.878614,RWQCB,CA,688,37.440803,Manuel &amp; Maria Azevedo Dairy,Dairy,Manuel &amp; Maria Azevedo Dairy
650,-121.123543,37.9376060002168,Manuel & Maria Silva Dairy,,clampToGround,Stockton,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001083,11/10/2019,-121.123543,RWQCB,CA,689,37.937606,Manuel &amp; Maria Silva Dairy,Dairy,Manuel &amp; Maria Silva Dairy
651,-120.95501300015,37.8196000001399,Manuel DaSilva Dairy,,clampToGround,Escalon,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001086,11/10/2019,-120.955013,RWQCB,CA,691,37.8196,Manuel DaSilva Dairy,Dairy,Manuel DaSilva Dairy
652,-120.78357900037,37.724221000299,Manuel Furtado Dairy #1,,clampToGround,Oakdale,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001087,11/10/2019,-120.783579,RWQCB,CA,692,37.724221,Manuel Furtado Dairy #1,Dairy,Manuel Furtado Dairy #1
653,-120.783583999702,37.7251829996957,Manuel Furtado Dairy #2,,clampToGround,Oakdale,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001088,11/10/2019,-120.783584,RWQCB,CA,693,37.725183,Manuel Furtado Dairy #2,Dairy,Manuel Furtado Dairy #2
654,-121.025205582577,37.1915008365162,MANUEL MENDES & SON DAIRY,,clampToGround,GUSTINE,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001091,11/10/2019,-121.025206,SJAPCD,CA,694,37.191501,MANUEL MENDES &amp; SON DAIRY,Dairy,MANUEL MENDES &amp; SON DAIRY
655,-121.138345924937,37.5887276222774,MANUEL MORRIS DAIRY,,clampToGround,MODESTO,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001094,11/10/2019,-121.138346,SJAPCD,CA,695,37.588728,MANUEL MORRIS DAIRY,Dairy,MANUEL MORRIS DAIRY
656,-121.04622600033,37.5360559996847,Manuel Soares & Sons Dairy,,clampToGround,Modesto,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001096,11/10/2019,-121.046226,RWQCB,CA,696,37.536056,Manuel Soares &amp; Sons Dairy,Dairy,Manuel Soares &amp; Sons Dairy
657,-121.334565225614,38.0702818044896,Manuel Telxeira Dairy,,clampToGround,Lodi,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001097,11/10/2019,-121.334565,RWQCB,CA,697,38.070282,Manuel Telxeira Dairy,Dairy,Manuel Telxeira Dairy
658,-120.497685000362,37.3733129995953,Manuel Vieira Jr. Dairy,,clampToGround,Merced,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001099,11/10/2019,-120.497685,RWQCB,CA,698,37.373313,Manuel Vieira Jr. Dairy,Dairy,Manuel Vieira Jr. Dairy
659,-119.178011999554,35.2061639999687,Maple Dairy,,clampToGround,Bakersfield,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001100,11/10/2019,-119.178012,RWQCB,CA,699,35.206164,Maple Dairy,Dairy,Maple Dairy
660,-121.126072999769,37.6284100003213,Frank Gwerder Dairy,,clampToGround,Modesto,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF000617,11/10/2019,-121.126073,CIWQS R5,CA,425,37.62841,Frank Gwerder Dairy,Dairy,Frank Gwerder Dairy
661,-120.955167000057,37.1363630002523,Maria Silveira Dairy,,clampToGround,Gustine,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001105,11/10/2019,-120.955167,RWQCB,CA,701,37.136363,Maria Silveira Dairy,Dairy,Maria Silveira Dairy
662,-120.878466,37.3965049998059,Mario and Christina Nunes Dairy,,clampToGround,Hilmar,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001106,11/10/2019,-120.878466,CIWQS R5,CA,702,37.396505,Mario and Christina Nunes Dairy,Dairy,Mario and Christina Nunes Dairy
663,-120.616547466974,37.3466169044388,MARK VIEIRA,,clampToGround,ATWATER,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001109,11/10/2019,-120.616547,SJAPCD,CA,703,37.346617,MARK VIEIRA,Dairy,MARK VIEIRA
